Unnamed: 0,CCIS27304052ST-3-0,CCIS15794887ST-4-0,CCIS74726977ST-3-0,CCIS16561622ST-4-0,CCIS79210440ST-3-0,CCIS82507866ST-3-0,CCIS98482370ST-3-0,CCIS00281083ST-3-0,CCIS32452666ST-4-0,CCIS94417875ST-3-0,CCIS51667829ST-4-0,CCIS27927933ST-4-0,CCIS45571137ST-3-0,CCIS81139242ST-4-0,CCIS21126322ST-4-0,CCIS17669415ST-4-0,CCIS44676181ST-4-0,CCIS29210128ST-4-0,CCIS48725289ST-4-0,CCIS64785924ST-20-0,CCIS03473770ST-4-0,CCIS10706551ST-3-0,CCIS64773582ST-4-0,CCIS06260551ST-3-0,CCIS40244499ST-3-0,CCIS85214191ST-3-0,CCIS08668806ST-3-0,CCIS50369211ST-20-0,CCIS87167916ST-4-0,CCIS94496512ST-4-0,CCIS58234805ST-4-0,CCIS91228662ST-4-0,CCIS71301801ST-4-0,CCIS24898163ST-4-0,CCIS53355328ST-4-0,CCIS41222843ST-4-0,CCIS81887263ST-4-0,CCIS29688262ST-20-0,CCIS87116798ST-4-0,CCIS87605453ST-4-0,CCIS83870198ST-4-0,CCIS61287323ST-4-0,CCIS11362406ST-4-0,CCIS14449628ST-4-0,CCIS21278152ST-4-0,CCIS25399172ST-4-0,CCIS34055159ST-4-0,CCIS76845094ST-20-0,CCIS41548810ST-4-0,CCIS98512455ST-4-0,CCIS83445808ST-4-0,CCIS37250421ST-4-0,CCIS35092938ST-4-0,CCIS50148151ST-4-0,CCIS62605362ST-3-0,CCIS87252800ST-4-0,CCIS22958137ST-20-0,CCIS48507077ST-4-0,CCIS32105356ST-4-0,CCIS81710917ST-20-0,CCIS16326685ST-4-0,CCIS53043478ST-4-0,CCIS98832363ST-4-0,CCIS02124300ST-4-0,CCIS44743950ST-4-0,CCIS10793554ST-4-0,CCIS59132091ST-4-0,CCIS96387239ST-4-0,CCIS82146115ST-4-0,CCIS31434951ST-20-0,CCIS33816588ST-4-0,CCIS12656533ST-4-0,CCIS41806458ST-4-0,CCIS53557295ST-4-0,CCIS47284573ST-4-0,CCIS76563044ST-4-0,CCIS93040568ST-20-0,CCIS45793747ST-4-0,CCIS95097901ST-4-0,CCIS80834637ST-4-0,CCIS63910149ST-4-0,CCIS84543192ST-4-0,CCIS38765456ST-20-0,CCIS82944710ST-20-0,CCIS55230578ST-4-0,CCIS24254057ST-4-0,CCIS78318719ST-4-0,CCIS44757994ST-4-0,CCIS65479369ST-4-0,CCIS62794166ST-4-0,CCIS77252613ST-4-0,CCIS11015875ST-4-0,CCIS55531770ST-4-0,CCIS70398272ST-4-0,CCIS35100175ST-4-0,CCIS22416007ST-4-0,CCIS41288781ST-4-0,CCIS59903910ST-4-0,CCIS12370844ST-4-0,CCIS72607085ST-4-0,CCIS46047672ST-4-0,CCIS22906510ST-20-0,CCIS52370277ST-4-0,CCIS02379307ST-4-0,CCIS48579360ST-4-0,CCIS46467422ST-4-0,CCIS54027808ST-4-0,CCIS15704761ST-4-0,CCIS11558985ST-4-0,CCIS13047523ST-4-0,CCIS94603952ST-4-0,CCIS02856720ST-4-0,CCIS07648107ST-4-0,CCIS34604008ST-4-0,CCIS63468405ST-4-0,CCIS16383318ST-4-0,CCIS36699628ST-4-0,CCIS95409808ST-4-0,CCIS74239020ST-4-0,CCIS05314658ST-4-0,CCIS71578391ST-4-0,CCIS50003399ST-4-0,CCIS36797902ST-4-0,CCIS11354283ST-4-0,CCIS50471204ST-4-0,CCIS20795251ST-4-0,CCIS07277498ST-4-0,CCIS90164298ST-4-0,CCIS23164343ST-4-0,CCIS03857607ST-4-0,CCIS63448910ST-4-0,CCIS88007743ST-4-0,CCIS51595129ST-4-0,CCIS09568613ST-4-0,CCIS07539127ST-4-0,CCIS41692898ST-4-0,CCIS44093303ST-4-0,CCIS00146684ST-4-0,CCIS78100604ST-4-0,CCIS48174381ST-4-0,CCIS88317640ST-4-0
Streptococcus salivarius [h:1377],0.0005426681988818,0.0002303838579344,0.001487989578219,0.0009987789857288,0.0003074337437123,0.0004999962003841,0.0001028195744867,0.0001869450853939,0.0003590828825109,0.0001834879785274,0.0018677752598469,0.0002349385408652,9.65606970166747e-05,0.0002122063475688,0.0004726281666791,0.0275127310325612,0.0016072320758971,0.0001791283642942,0.0002540144824845,0.0185505620504366,0.0090326172962693,0.0004421568478367,0.000214625980479,0.0007355169237116,0.004826263539714,3.54369849138557e-05,0.0004742734863638,0.0014152083785843,1.49402756385199e-05,0.0011986384856923,0.0030302591098834,0.0068097853495,1.98791454538855e-05,0.0,0.0026637347006534,0.0006785523085156,0.0002515088801874,0.0053478712291361,0.0029256783011664,0.0003406451287666,0.0001455256937572,0.0012892907511286,0.0149515389241371,0.0025806040650953,0.0001213044994419,7.08665315645068e-06,0.0010433249019154,0.0001229058642552,7.67590263855578e-06,0.0033026537124627,0.0017238647282068,0.0014543504767322,0.0017943539024147,0.0031259017279854,2.77655739224967e-05,0.0001492546680491,0.0005914699925017,0.0001479847419999,0.0003470435656851,1.57169693485944e-05,0.0002568244395949,1.64894002930113e-05,5.54642941982261e-05,0.0031614266577803,0.0015358365584089,0.0457109138340506,1.11146436571408e-05,0.000650621770378,0.003085221750548,0.0003405489523926,2.24134886214739e-05,0.0020053188668438,0.0014968327669354,0.0004208940465993,0.0006759228912344,0.0009097918070522,0.0005350272339682,0.0282520360197823,0.0023500186771122,0.0026410593421367,0.0002491951511885,0.0002369035880645,0.0002337590840093,0.0034412352579604,0.0001278326278202,0.0001963719695038,5.90577625653767e-05,0.0,0.0001884852500075,0.0001561765479366,0.0007316392172565,1.16087451901399e-05,0.0008166606953023,0.001889451920746,0.006820075299622,0.0,0.0012641262861608,0.0046036825833587,0.0,0.0001686634657037,0.0005284018373118,0.0068046901442471,0.0015537257549508,0.0001183652315307,0.0003305104008454,0.0007903622571312,0.0756103499713268,8.84267896027922e-05,0.0009948818786026,0.0016891073512745,0.0007319085308191,0.000967560055709,0.0001870507334829,0.0036822779521102,0.0003378582857087,0.0635070034250576,0.00246554561844,0.0014283538700382,0.0006488431528649,0.0003453829002699,0.0005044554471283,0.0070866566891755,7.79743317914701e-05,0.0026680017028899,0.0026221844395316,9.59563686484239e-05,0.0004631465981666,0.0003672111357589,0.0003481785471665,5.11219599394576e-05,0.001165862207151,0.0051102703878708,0.0001133090989719,0.0007548524137273,0.0048680310906468,0.0020090732355572,0.0010060775470952,0.0002807483975254,0.0028857838962436,0.0250606066584142,0.061799939458045
unnamed Streptococcus sp. C150 [u:1378],3.23918798089968e-05,4.65694913905715e-06,6.80473324351304e-05,6.57154507236244e-05,0.0,0.0,0.0,1.27504294410851e-05,5.25324062309592e-06,7.16139906765854e-06,4.35350445081309e-05,8.48996011787796e-06,0.0,8.86742208845107e-06,0.0,0.0012317915641561,1.21876535405696e-05,0.0,1.29759825506546e-05,5.16616994860064e-05,0.0001687297059768,2.453902761871e-05,2.18249678715891e-05,3.15001493390088e-05,0.0002635456331869,2.11545688011789e-06,9.88533819531217e-06,0.0,0.0,0.0001207438771039,0.0001337214277012,0.0003730935973537,0.0,0.0,0.0001025522341769,5.43868761191933e-05,2.4934793433774e-06,4.47297005056808e-05,2.0616270233183e-05,2.8125326601809e-05,2.45650410934544e-05,5.44814249946326e-05,0.0004477758021208,0.0001206897590718,7.89747928159033e-06,0.0,9.6541200297087e-05,3.00061403221624e-05,0.0,0.0,7.62518106283017e-05,5.61264988400422e-05,3.56080678892601e-05,0.0001447343372236,0.0,0.0,5.21955815037433e-05,5.07273402666948e-06,1.33435897873882e-05,4.90706591546437e-06,6.65374786302359e-06,1.25067374257872e-06,0.0,4.274339569315e-05,1.02262754716872e-05,0.0014777241477774,1.42161153752331e-05,0.000102074220406,8.25734309614304e-05,2.53934347602482e-05,0.0,1.02834088784277e-05,4.27826195578166e-05,4.70488043907138e-06,0.0,9.38871230955965e-05,0.0,0.00027564926552,2.87383830696131e-05,3.52346898048764e-05,1.09931312707897e-05,1.4969493128924e-05,6.13794484257318e-06,0.0001169721017673,8.84659637113303e-06,1.47674282537174e-05,3.61535064507593e-06,0.0,0.0,1.78687010207133e-05,1.21045722002872e-05,5.80200800426094e-06,1.13348031013566e-05,3.36363656180377e-05,0.0001925009850285,0.0,5.66234620966066e-06,0.0005695632646664,0.0,1.25544149441682e-05,6.25409539787461e-06,6.45157859465277e-05,2.67679624969826e-05,0.0,0.0,0.0,0.0056856769976321,1.74845963996392e-05,0.0,0.0001284234134561,8.52652651701519e-05,5.64887675195732e-05,3.60848278303791e-06,8.2683243767413e-05,0.0,0.0019067297286176,0.0003181215179374,2.48334984479072e-05,1.88182664661785e-05,3.20059490315393e-05,3.85414993550713e-05,0.0001635934623553,0.0,0.0001424998439982,2.11585241473316e-05,8.02707883268762e-06,2.57183459967528e-05,7.39082275394009e-06,6.51514197015247e-06,0.0,0.0004380446345368,0.000189284603061,6.28974854671445e-06,1.48512351796584e-05,0.0006660966531235,5.00137111214266e-05,1.43754644723969e-05,0.0,0.0001025753727702,0.0010582323512571,0.001776454317052
Streptococcus gallolyticus [c:1379],0.0,1.09646288965214e-05,2.58427308579595e-05,6.95514946248017e-06,0.0010208107011823,0.0,0.0,0.0,7.13378826586418e-05,4.32974978232268e-06,0.0,7.67133484785545e-05,0.0,2.55327147550717e-06,0.0,0.0002060659431096,0.0,0.0,0.0,0.0,0.0,0.0,3.54355123083412e-06,1.36697356809471e-05,9.63652570454544e-05,0.0,0.0,0.0,0.0,7.65995019250293e-06,0.0001078309771919,0.0,2.58729310036261e-05,0.0,8.23990446588809e-06,9.09745131971845e-06,5.48094041690041e-05,2.07741920354936e-05,2.52591097360926e-05,0.0,0.0,3.18131306943766e-05,1.44815459997323e-05,0.0039748820824839,7.41346941068386e-06,0.0,2.84460193509995e-05,7.91880546302166e-06,0.0,0.0,2.50717168601054e-06,0.0,0.0,0.0,0.0004677733953262,0.0,0.0,0.0,7.89110036825494e-06,5.72520885246727e-05,0.0,0.0,1.14183452525634e-05,0.0,0.0056011045983963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01723315063368e-05,2.17227605451328e-05,3.31598927399574e-05,0.0,0.0736794850731053,3.01654132890517e-06,0.0,0.0001443498779266,0.0,3.55519448647565e-05,1.9530902431397e-05,0.0,5.69218703539283e-05,0.0,1.39457463982929e-05,0.0,0.0001741134271118,0.0,0.0,0.0,0.0,1.63856001948646e-05,6.22878140156543e-05,5.81713194777226e-06,0.0,0.0226039578845614,0.0,0.0,0.0002790478181114,3.11334464103367e-06,4.3516618396963e-05,0.0,0.0,0.0005614960846543,8.85311524621125e-06,0.0,0.0,0.0,0.0,4.94452264546865e-05,1.70258577390511e-05,6.7265767416654e-06,0.0,7.87311874141861e-05,0.0,5.83415985072476e-06,0.0,0.0,2.22695133382138e-05,2.96870299252421e-05,0.0,1.46126140312297e-05,0.0,0.0,0.0,1.50709800362905e-05,3.59890318488887e-06,0.0,0.0,3.9329988046029e-05,0.0,5.84135199914391e-06,5.44513945046998e-06,0.0004018228602952,0.0,1.0344554567559e-05,0.0,6.25232691026236e-06,8.6325470892885e-06
Streptococcus infantarius [h:1380],0.0,0.0,0.0,6.44763149309766e-06,0.0047096930726581,0.0,0.0,0.0,0.0,8.91410122760887e-07,0.0,1.28196298732048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99697402366594e-06,2.5654550651179e-05,0.0,0.0,0.0,7.42708250812283e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.71020689058491e-07,2.21560913619112e-05,0.0,0.0,0.0,4.44669538205968e-06,0.0,8.36960277036007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08046137102118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219263342571775,1.9038642129393e-05,0.0,3.63793087108075e-05,0.0,0.0,0.0,0.0,0.0,1.62621319389978e-05,0.0,2.74958275400946e-06,0.0016068985074055,1.35212661597318e-05,0.0,0.0005687092210953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59645969593112e-06,1.02162918987697e-05,7.97641465221259e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001475886803771,4.41227701224584e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25826017278338e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65252263898104e-05,0.0,9.21241605544e-06,0.0,0.0,0.0,0.0,0.0018440155134067,0.0,0.0,0.0,2.0373870807303e-05,0.0
Streptococcus equinus [h:1381],0.0,0.0,1.42060122285408e-06,3.09168474524438e-06,0.0017433703560457,0.0,0.0,0.0,0.0,0.0,0.0,3.8352217161481e-06,0.0,0.0,0.0,2.84509606730399e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01484471534969e-05,0.0,0.0,0.0,0.0,0.0,4.07208150465996e-05,0.0,3.5668935981855e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72095739728655e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098509841922289,3.60438372773912e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.13434991268473e-06,0.0,0.0,0.0,0.0006893046208372,8.40632059728376e-06,0.0,0.0002928004036626,0.0,7.45875984798729e-06,0.0,0.0,0.0,1.13502045775699e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94447532071119e-06,0.0,0.0022825109541331,0.0,0.0,0.0,0.0,5.17462406337295e-06,0.0,0.0,2.24184848976054e-05,0.0,0.0,0.0,0.0,0.0,0.0001187320721734,0.0,0.0,0.0,7.83341450139548e-06,0.0,0.0,0.0,0.0,6.02851759767924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004929864101767,0.0,0.0,0.0,0.0,0.0,0.0,0.0005903629200263,9.59985756008203e-06,0.0,0.0,2.48394193924938e-05,0.0
Streptococcus parauberis [h:1383],0.0,0.0,3.7106416734435e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36581203984915e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09213849847938e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08685886312487e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69455739658131e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41535778963091e-05,0.0,0.0,0.0,2.75861045778594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus agalactiae [h:1388],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25367033722112e-06,0.0,0.0,0.0,5.7647883040993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.60119382231975e-06,1.20986697149847e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61109587989468e-06,0.0,6.60088102378513e-05,0.0,0.0,0.0,0.0001674558819814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11468318793694e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.39232109211136e-07,0.0,0.0,0.0,0.0,0.0,0.0025153051089773,0.0,0.0,0.0001237413213197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34276831238848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus pyogenes [h:1389],0.0,0.0,0.0,1.73390250774248e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02319897019775e-06,0.0,1.46882812203913e-06,0.0,0.0,0.0,2.1129792574604e-05,0.0,0.0,0.0,0.0,0.0,8.11030472444567e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63796092519908e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98512655686602e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Streptococcus anginosus [h:1393],0.0,2.38020761204696e-06,2.07775183119266e-05,5.23404165197563e-05,0.0001125536597039,2.10587657372658e-06,0.0,0.0,0.0,0.0,7.39997207779697e-05,1.62454913518565e-05,0.0,7.24789560120185e-06,3.16461826079729e-06,0.0009588490422595,6.07499511938748e-06,1.42276417236338e-05,7.72394717646967e-06,3.88121723842181e-05,0.0001757472457443,0.0,0.0,0.0004373350471219,6.24967787618819e-05,0.0,1.62203483870297e-05,7.26930665242252e-05,0.0,1.40416888445199e-05,0.0007191672298011,1.91175499531076e-05,1.10450883322269e-06,0.0,3.9602238164116e-05,7.97478669595382e-06,2.93672765895907e-05,2.0754444112628e-05,6.04263071148232e-05,0.0,0.0,0.0,0.0001283217173506,0.0002543633106257,4.63995381889096e-05,0.0,0.0002252849221669,0.0012041628600668,1.30935488015616e-05,2.12725432942873e-05,4.96452594983413e-06,0.0,0.0,0.0,8.6654107154078e-06,0.0,9.9908608883903e-05,7.31112399944374e-06,0.0,0.0020119662609853,2.00673882069103e-05,0.000137060638527,0.0,3.19207599779395e-05,0.0001265305201892,0.0,0.0,0.0,8.67239118761346e-06,8.45800446507693e-06,0.0,0.0001167910371255,3.4013758546874e-05,5.38885923785877e-06,0.0,5.64045378806122e-06,0.0002321518305045,9.93472637351683e-05,5.94391458131701e-05,1.68191159523189e-05,2.42932168591882e-05,6.51583517037412e-05,0.0001777896540823,0.0,0.0010698373889749,7.46062679210582e-07,0.0,0.0,0.0044444274219925,3.10332619568281e-06,1.20853614643483e-05,0.0,0.0,2.96899047967834e-05,0.0003231455346927,0.0,1.73310069512056e-05,9.5220200261957e-05,0.0,0.0,0.0035401050222187,2.1655404681418e-05,0.0001371387756781,0.0001005606847868,0.0,0.0,0.0005355599260488,0.0,0.0,5.76253618047266e-05,0.0,2.67559833570431e-05,8.32423632149092e-06,9.10451416508271e-05,8.146403704947e-05,0.0007052299893371,2.13764924355275e-05,0.0001101401394592,1.89444963312654e-05,3.86299084227757e-05,9.86946607777565e-06,0.0001101208016773,0.0,1.91500849665097e-05,1.67769320185288e-05,0.0,5.82971746059371e-06,4.64793384326543e-05,0.0,0.0,3.10524316864813e-05,0.0001690199703061,0.0,2.35708860116153e-05,0.0005297917311252,5.15634027373371e-05,7.23389789276746e-06,2.24291360789803e-05,1.46758234690303e-05,1.01086124775557e-05,0.0001531735269882
Streptococcus anginosus [h:1394],0.0,2.38020761204696e-06,2.13144919882357e-05,1.21752111668643e-05,9.15849454342023e-05,2.10587657372658e-06,0.0,0.0,0.0,7.92554344353373e-06,2.16446582378535e-05,3.27116206326486e-05,0.0,3.82234853121327e-06,1.99717085970973e-05,0.001002657834697,1.20839576831295e-05,1.56216277813207e-05,8.14450554773886e-05,0.0,9.34896088848236e-05,0.0,0.0,0.0004644494476578,3.00374664859716e-05,0.0,0.0,0.0,0.0,7.66144826683546e-05,0.0001414950642049,0.0001192557089997,5.52307218448673e-07,7.78732604772959e-06,7.40809481881801e-05,4.73514809144076e-06,8.74165869282855e-06,2.37213085385952e-05,0.0001384010427584,3.91275423284518e-06,1.68570612303467e-06,0.0,0.0001452500259298,0.0002279560228621,0.000108415422269,0.0,0.0006125397781037,0.0003450009004155,2.81806291895486e-05,3.64852522970268e-05,1.00400820698689e-05,8.84533551413996e-06,1.04920616628354e-05,0.0,3.12390880439445e-06,1.38070617461718e-05,4.57089115669178e-05,0.0,1.3917865933477e-05,0.0035550847777885,0.0,2.49563911307658e-05,0.0,4.20742674961243e-05,1.25671360014105e-05,0.0,4.65136897852667e-06,0.0,2.73743031448141e-06,0.0,1.49110612540547e-05,5.46109644949328e-05,0.0001250630643081,0.0,6.19332673642574e-06,0.0,0.0,8.91138917903065e-05,3.29538593446511e-05,2.68160990044246e-05,4.56343636560222e-05,3.68426623210457e-05,0.0001859815961998,0.0,0.0016615812975491,7.46205357099128e-07,8.67186344058143e-06,5.5216400295939e-05,0.0008770607934628,3.10332619568281e-06,6.26409526627774e-06,0.0,1.27465326247691e-05,0.0001224801457265,0.000240133458146,3.02656082466568e-05,3.21707395535602e-05,0.0,0.0,1.68492703781286e-05,0.001088636840167,9.36666204730726e-06,0.0001211021940619,6.23030700259611e-05,2.35385360479671e-05,0.0,0.000641737858143,2.36152952637344e-05,1.62032926184174e-05,6.87089224961879e-06,0.0,0.000130316066442,2.33470057641787e-06,9.23306762168376e-05,8.61687759456754e-05,0.0013867995195802,3.66127502853829e-05,4.14402733461349e-05,1.34324521797435e-05,8.87365570823462e-06,8.9528501443446e-06,0.0001119294392358,0.0,8.25993958556741e-06,1.67788569351944e-05,0.0,3.70603467137743e-06,0.0001107964622465,3.23982429776316e-06,1.05407747805709e-05,7.20503566323673e-05,0.0003204368388205,0.0,7.66132521089181e-06,0.0002076452159898,5.80101161278759e-06,9.45158921755745e-06,1.60402448465132e-05,5.99788953222975e-06,0.0,3.57732540039847e-05
Streptococcus constellatus [h:1395],0.0,0.0,1.6056585710542e-05,1.3404879397987e-05,1.9884465964686e-05,0.0,0.0,0.0,0.0,5.63237597108542e-06,1.05558069995927e-05,6.38001176809443e-06,6.02802342833611e-06,0.0,0.0,0.0001687399636195,6.65273454283438e-06,0.0,0.0,5.93080019433108e-05,1.93870987944252e-05,0.0,1.26311557883163e-05,2.99166608975977e-05,3.38809993974503e-05,0.0,0.0,3.36034520971787e-05,0.0,8.49507917927518e-06,0.0008255058580387,0.0,0.0,9.5453037066891e-06,0.0004273863326476,3.77450645046599e-06,2.87354102257871e-06,1.15732559742257e-05,5.85234259548436e-05,0.0,0.0,0.0,8.69401749739829e-05,2.13275646206972e-05,1.48175610775948e-05,0.0,5.14917300134301e-05,2.15554154195027e-05,4.13279162454608e-06,6.77894243268487e-06,4.71210260747694e-06,0.0,0.0,0.0,1.26202507770377e-05,0.0,9.99126995560061e-06,0.0,0.0,0.0007345467041416,0.0,1.45854427223735e-05,0.0,4.84435221022532e-05,1.47238081548981e-05,0.0,0.0001520018238987,0.0,0.0001091735116578,0.0,2.47198522611174e-05,4.51272471828898e-06,8.90343143849455e-06,0.0,9.6585745371538e-06,6.67364943081286e-05,0.0,4.65351805538693e-05,1.14619072421307e-05,1.21895858765488e-05,0.0,1.7434309571863e-05,5.01082685374795e-05,3.22869750678942e-05,0.000104324981072,0.0,2.39552518658976e-05,0.0,0.0016858824564587,0.0,0.0,8.38743942016088e-06,0.0,5.95356958697637e-06,0.0001176775676197,0.0,0.0001449358159244,0.0,0.0,0.0,0.0002302907606727,1.03337756184442e-05,1.91507471688298e-05,0.0001720699395454,0.0,4.80667864391758e-05,0.0001148743420851,9.57289528114908e-06,0.0,0.0001017824367237,0.0,4.43437518387131e-06,1.56640060155935e-05,1.92993027453832e-05,5.95098616347423e-05,9.83107967203341e-05,1.67554172659587e-05,2.4871251492364e-05,1.18421537443197e-05,1.80907015766284e-05,6.9347403550494e-05,7.015327807882e-05,0.0,4.57243532637435e-06,2.61570270585113e-05,0.0,0.0,1.66932522583884e-05,2.39128255388574e-06,4.02571968296073e-06,4.38711466798094e-06,0.0002047166338111,0.0,1.28736948899992e-05,2.21593368084807e-05,2.43925605698586e-05,0.0,7.66732019948075e-06,9.94216398482631e-06,1.1192671706146e-05,0.0003600041636888
Streptococcus cristatus [h:1396],3.07650397271994e-06,1.65618331085519e-06,5.62944466559291e-06,0.0,0.0,2.03017335009018e-05,5.02923077581512e-06,0.0,2.38410374938058e-05,0.0,7.43097326317338e-06,1.95768623927831e-06,9.27145189897184e-06,4.62930080897206e-06,0.0,3.58206250990932e-05,4.68059858361666e-06,5.33271575072525e-06,5.90889111404993e-05,0.0,4.2686346512031e-05,0.0,0.0,2.40504492628688e-05,5.81595368819451e-05,4.39775712291981e-06,0.0,1.2124838490995e-05,0.0,0.0,0.0,1.18557389082085e-05,0.0,0.0,0.0,2.73206396220578e-06,2.60937467662423e-06,3.53991406043005e-05,2.49892941437132e-05,1.89100587105814e-05,0.0,9.40620987631652e-06,1.13015465971334e-05,3.26666609874809e-05,0.0,0.0,1.47666691116883e-05,1.45733043553622e-05,0.0,0.0,3.42944613745012e-06,0.0,1.26979023344072e-05,3.44058587317815e-06,0.0,0.0,1.02676106847956e-05,5.34299097261677e-06,1.94053468198841e-06,6.41187993341874e-06,0.0,4.39663634809876e-06,1.79891087989594e-06,2.660592022887e-06,8.24318905809523e-06,2.23385966581041e-05,5.44089910056955e-05,0.0,1.78606407357422e-05,0.0,1.80785068668519e-05,1.02193102132753e-05,1.79853813473432e-06,0.0,3.06844831517757e-06,0.0,0.0,3.16632779051353e-05,0.0,1.04018472921822e-05,2.03661110849736e-05,0.0,3.07110655176852e-06,0.0,1.64495271196708e-05,1.96777609340085e-06,2.75204136834923e-06,0.0,0.0,0.0,1.04288308029285e-05,0.0,9.80448145102041e-06,4.14732301509719e-06,0.0001091354627504,0.0,4.0025438948636e-05,2.1066638477619e-05,0.0,0.0,7.83651498926292e-05,1.40460333702403e-05,3.4017814318834e-06,0.0,3.21503564835481e-05,0.0,0.0001255264013212,1.45369820584569e-05,0.0,1.38302431059272e-05,3.51293211667877e-06,2.61613765763748e-05,0.0,9.04586563562715e-06,1.47920754493502e-05,2.40184054524858e-05,3.22198786012682e-05,2.89185661819342e-06,1.82940992223253e-05,7.87345145129172e-06,1.49970850107497e-05,3.73961534483064e-05,0.0,8.2338023277138e-06,6.25329421670781e-06,0.0,1.38046109578471e-05,2.31614083396856e-05,0.0,3.65467013169008e-06,3.00924161335822e-05,9.48986388626763e-06,1.33081045786249e-05,6.33107858520995e-06,1.72880270070127e-05,4.16471585313502e-06,0.0,0.0,0.0,1.57071489957165e-05,3.58434585187845e-05
